date,tic,open,high,low,close,volume
2013-08-21 11:30:00,CSI300,2299.188,2315.531,2297.093,2314.598,1242002200.0
2013-08-21 14:00:00,CSI300,2314.815,2314.965,2300.803,2301.958,802566800.0
2013-08-21 15:00:00,CSI300,2301.978,2308.835,2295.26,2308.589,1315136800.0
2013-08-22 10:30:00,CSI300,2302.668,2329.143,2297.016,2316.269,1989690200.0
2013-08-22 11:30:00,CSI300,2316.453,2326.364,2312.318,2315.813,1052358800.0
2013-08-22 14:00:00,CSI300,2316.57,2317.397,2306.703,2312.537,921172500.0
2013-08-22 15:00:00,CSI300,2312.649,2315.235,2299.88,2303.932,1570588900.0
2013-08-23 10:30:00,CSI300,2314.8659,2321.0369,2304.8149,2305.3499,1674943200.0
2013-08-23 11:30:00,CSI300,2305.0679,2312.3399,2303.9449,2307.3849,1066381800.0
2013-08-23 14:00:00,CSI300,2307.3449,2308.2439,2251.9199,2266.6799,2468322000.0
2013-08-23 15:00:00,CSI300,2266.7779,2289.5809,2266.7019,2286.9289,1687066300.0
2013-08-26 10:30:00,CSI300,2294.759,2304.568,2288.496,2302.063,1885127600.0
2013-08-26 11:30:00,CSI300,2301.962,2328.083,2301.962,2322.153,1943302800.0
2013-08-26 14:00:00,CSI300,2321.744,2335.007,2319.709,2325.262,1364194600.0
2013-08-26 15:00:00,CSI300,2325.359,2336.381,2321.887,2335.616,1844479300.0
2013-08-27 10:30:00,CSI300,2332.8,2345.105,2329.175,2334.402,2628342200.0
2013-08-27 11:30:00,CSI300,2334.523,2336.244,2323.503,2326.765,1370789700.0
2013-08-27 14:00:00,CSI300,2326.897,2332.734,2322.461,2332.257,1071276700.0
2013-08-27 15:00:00,CSI300,2332.356,2340.881,2329.193,2340.881,1528624700.0
2013-08-28 10:30:00,CSI300,2326.096,2330.697,2307.043,2317.024,2879710500.0
2013-08-28 11:30:00,CSI300,2317.277,2335.946,2314.963,2326.972,1616440400.0
2013-08-28 14:00:00,CSI300,2326.937,2342.231,2317.513,2342.069,2149376500.0
2013-08-28 15:00:00,CSI300,2341.952,2345.358,2325.305,2328.056,2280090000.0
2013-08-29 10:30:00,CSI300,2338.564,2342.32,2319.662,2319.955,2585424700.0
2013-08-29 11:30:00,CSI300,2319.989,2327.172,2308.592,2317.737,1386912000.0
2013-08-29 14:00:00,CSI300,2317.644,2321.609,2311.204,2313.267,1127903100.0
2013-08-29 15:00:00,CSI300,2312.58,2322.778,2308.145,2318.311,1508301700.0
2013-08-30 10:30:00,CSI300,2315.913,2333.827,2304.018,2331.746,2635995800.0
2013-08-30 11:30:00,CSI300,2331.43,2331.635,2312.116,2321.827,1642445800.0
2013-08-30 14:00:00,CSI300,2321.931,2334.413,2320.649,2322.16,2209823600.0
2013-08-30 15:00:00,CSI300,2321.414,2324.95,2303.609,2313.91,2277186300.0
2013-09-02 10:30:00,CSI300,2319.957,2327.596,2305.243,2314.31,3061609100.0
2013-09-02 11:30:00,CSI300,2314.353,2315.072,2297.449,2315.031,1481018600.0
2013-09-02 14:00:00,CSI300,2315.125,2329.867,2310.39,2324.74,1780789800.0
2013-09-02 15:00:00,CSI300,2324.687,2324.938,2316.406,2320.344,1627607400.0
2013-09-03 10:30:00,CSI300,2326.231,2347.346,2321.304,2339.136,3029759900.0
2013-09-03 11:30:00,CSI300,2338.836,2344.582,2333.542,2334.478,1458187200.0
2013-09-03 14:00:00,CSI300,2334.49,2351.502,2334.49,2345.687,1536499300.0
2013-09-03 15:00:00,CSI300,2346.284,2354.856,2346.061,2354.502,2030954100.0
2013-09-04 10:30:00,CSI300,2352.537,2360.663,2346.57,2349.536,3157555300.0
2013-09-04 11:30:00,CSI300,2349.234,2353.179,2345.503,2351.733,1457075600.0
2013-09-04 14:00:00,CSI300,2351.945,2359.625,2351.441,2351.765,1535845900.0
2013-09-04 15:00:00,CSI300,2351.438,2351.784,2345.437,2350.699,1722099500.0
2013-09-05 10:30:00,CSI300,2350.927,2351.218,2340.834,2341.568,2240200400.0
2013-09-05 11:30:00,CSI300,2342.018,2350.615,2339.372,2349.316,1189651600.0
2013-09-05 14:00:00,CSI300,2349.572,2349.572,2336.754,2344.039,1329784600.0
2013-09-05 15:00:00,CSI300,2343.751,2348.849,2339.991,2341.735,1535501700.0
2013-09-06 10:30:00,CSI300,2336.767,2358.801,2335.932,2341.813,1950831000.0
2013-09-06 11:30:00,CSI300,2342.116,2349.597,2337.64,2345.407,1312573900.0
2013-09-06 14:00:00,CSI300,2345.471,2360.989,2344.123,2354.131,2124185400.0
2013-09-06 15:00:00,CSI300,2354.24,2361.178,2352.174,2357.782,1946421300.0
2013-09-09 10:30:00,CSI300,2374.26,2413.916,2372.686,2412.782,5532078400.0
2013-09-09 11:30:00,CSI300,2412.476,2440.418,2403.259,2440.29,3530582400.0
2013-09-09 14:00:00,CSI300,2441.365,2449.249,2433.056,2436.283,3335868200.0
2013-09-09 15:00:00,CSI300,2436.169,2445.278,2432.673,2440.609,2590435000.0
2013-09-10 10:30:00,CSI300,2446.454,2452.913,2435.826,2448.46,6022286900.0
2013-09-10 11:30:00,CSI300,2448.309,2455.517,2438.121,2441.304,3617755900.0
2013-09-10 14:00:00,CSI300,2441.552,2458.711,2441.456,2451.607,2559309000.0
2013-09-10 15:00:00,CSI300,2451.692,2475.195,2445.577,2474.894,3286247400.0
2013-09-11 10:30:00,CSI300,2483.7909,2504.4689,2482.1059,2489.6239,7926542300.0
2013-09-11 11:30:00,CSI300,2490.1669,2496.7909,2480.7019,2496.7909,2746619300.0
2013-09-11 14:00:00,CSI300,2497.0449,2502.1899,2489.4829,2489.4829,2953026100.0
2013-09-11 15:00:00,CSI300,2489.7289,2489.7289,2471.6239,2482.8889,3065309700.0
2013-09-12 10:30:00,CSI300,2480.468,2480.698,2469.718,2474.331,4321557000.0
2013-09-12 11:30:00,CSI300,2474.397,2497.054,2473.901,2495.001,3300270400.0
2013-09-12 14:00:00,CSI300,2497.028,2527.383,2496.6,2512.37,3944957000.0
2013-09-12 15:00:00,CSI300,2512.384,2523.803,2505.697,2507.455,2950533100.0
2013-09-13 10:30:00,CSI300,2502.54,2515.781,2495.225,2499.216,4796827100.0
2013-09-13 11:30:00,CSI300,2498.982,2503.917,2481.454,2487.15,2402766000.0
2013-09-13 14:00:00,CSI300,2486.877,2493.385,2482.243,2487.047,1622538700.0
2013-09-13 15:00:00,CSI300,2486.907,2497.826,2481.585,2488.902,2255373100.0
2013-09-16 10:30:00,CSI300,2501.077,2503.694,2470.514,2471.239,4442419000.0
2013-09-16 11:30:00,CSI300,2471.537,2480.373,2467.129,2473.668,2012567100.0
2013-09-16 14:00:00,CSI300,2473.835,2498.627,2473.619,2492.673,2020974900.0
2013-09-16 15:00:00,CSI300,2492.63,2492.962,2471.672,2478.39,2062367200.0
2013-09-17 10:30:00,CSI300,2480.81,2481.71,2462.949,2462.949,3436834800.0
2013-09-17 11:30:00,CSI300,2463.149,2475.695,2458.451,2458.624,1944101900.0
2013-09-17 14:00:00,CSI300,2458.425,2458.497,2437.221,2438.724,2058009900.0
2013-09-17 15:00:00,CSI300,2438.569,2449.753,2426.462,2427.322,2507051600.0
2013-09-18 10:30:00,CSI300,2426.04,2439.626,2421.619,2425.678,2348998700.0
2013-09-18 11:30:00,CSI300,2425.665,2434.189,2407.243,2419.404,1688922700.0
2013-09-18 14:00:00,CSI300,2419.603,2432.791,2416.529,2430.944,1223417800.0
2013-09-18 15:00:00,CSI300,2430.905,2435.16,2423.341,2432.51,1842736700.0
2013-09-23 10:30:00,CSI300,2441.516,2458.551,2440.268,2444.809,2845241300.0
2013-09-23 11:30:00,CSI300,2445.321,2453.717,2439.993,2453.615,1499510100.0
2013-09-23 14:00:00,CSI300,2453.77,2465.883,2453.77,2465.646,1620814300.0
2013-09-23 15:00:00,CSI300,2465.005,2473.163,2461.928,2472.288,2047269500.0
2013-09-24 10:30:00,CSI300,2470.715,2470.746,2440.435,2440.849,3359675700.0
2013-09-24 11:30:00,CSI300,2441.49,2444.419,2420.085,2434.242,2276490300.0
2013-09-24 14:00:00,CSI300,2433.898,2451.901,2430.346,2451.724,1886896900.0
2013-09-24 15:00:00,CSI300,2451.538,2451.82,2437.137,2443.885,2262238400.0
2013-09-25 10:30:00,CSI300,2440.835,2455.037,2432.195,2448.68,3016814700.0
2013-09-25 11:30:00,CSI300,2448.539,2449.585,2436.959,2445.649,1761232700.0
2013-09-25 14:00:00,CSI300,2445.904,2450.583,2438.264,2438.264,1865186000.0
2013-09-25 15:00:00,CSI300,2438.453,2438.453,2423.276,2429.03,2408608400.0
2013-09-26 10:30:00,CSI300,2422.631,2422.631,2399.189,2400.146,3073077900.0
2013-09-26 11:30:00,CSI300,2400.426,2408.012,2387.299,2395.614,1810882900.0
2013-09-26 14:00:00,CSI300,2395.692,2405.213,2391.044,2402.458,1416275300.0
2013-09-26 15:00:00,CSI300,2402.507,2402.784,2382.535,2384.443,2323440900.0
2013-09-27 10:30:00,CSI300,2382.218,2402.196,2382.218,2399.263,2280685700.0
2013-09-27 11:30:00,CSI300,2399.213,2399.861,2389.995,2391.814,1331133100.0
2013-09-27 14:00:00,CSI300,2391.812,2393.31,2379.856,2384.632,1226653800.0
2013-09-27 15:00:00,CSI300,2384.673,2400.07,2384.579,2394.971,1758678200.0
2013-09-30 10:30:00,CSI300,2406.205,2415.075,2400.162,2403.882,2117847200.0
2013-09-30 11:30:00,CSI300,2403.997,2406.045,2400.552,2405.439,1179638800.0
2013-09-30 14:00:00,CSI300,2405.425,2407.859,2397.22,2402.204,1085798200.0
2013-09-30 15:00:00,CSI300,2402.394,2409.548,2400.167,2409.037,1568115000.0
2013-10-08 10:30:00,CSI300,2406.4159,2413.7749,2392.5729,2408.6619,3018422500.0
2013-10-08 11:30:00,CSI300,2408.9259,2430.8719,2408.9259,2430.2649,1708405000.0
2013-10-08 14:00:00,CSI300,2429.8989,2446.4879,2429.8989,2439.7759,1733704600.0
2013-10-08 15:00:00,CSI300,2439.9179,2446.7039,2438.9159,2441.8119,2018018500.0
2013-10-09 10:30:00,CSI300,2432.94,2453.298,2424.769,2446.113,2980315000.0
2013-10-09 11:30:00,CSI300,2446.27,2447.651,2435.322,2436.402,1435285100.0
2013-10-09 14:00:00,CSI300,2436.157,2448.044,2436.157,2443.14,1377377300.0
2013-10-09 15:00:00,CSI300,2442.705,2453.746,2439.035,2453.583,1834787100.0
2013-10-10 10:30:00,CSI300,2455.64,2455.979,2443.658,2446.772,2872093400.0
2013-10-10 11:30:00,CSI300,2446.771,2450.935,2427.995,2428.169,2234306600.0
2013-10-10 14:00:00,CSI300,2427.295,2436.977,2422.017,2436.853,1856420300.0
2013-10-10 15:00:00,CSI300,2436.863,2441.558,2425.184,2429.317,2070150300.0
2013-10-11 10:30:00,CSI300,2442.364,2466.068,2439.634,2454.732,3315647200.0
2013-10-11 11:30:00,CSI300,2454.526,2457.642,2442.032,2446.644,1604810900.0
2013-10-11 14:00:00,CSI300,2446.839,2468.887,2446.839,2465.445,2018962200.0
2013-10-11 15:00:00,CSI300,2465.797,2471.165,2461.187,2468.508,2399405800.0
2013-10-14 10:30:00,CSI300,2472.2669,2474.6709,2462.5509,2468.1999,4081826100.0
2013-10-14 11:30:00,CSI300,2468.1479,2477.2939,2464.4259,2477.0179,1902363000.0
2013-10-14 14:00:00,CSI300,2477.3169,2483.1309,2476.6259,2478.9789,1948732700.0
2013-10-14 15:00:00,CSI300,2478.7179,2478.9589,2465.4949,2472.5419,2075208300.0
2013-10-15 10:30:00,CSI300,2475.324,2479.134,2467.951,2470.99,3262334600.0
2013-10-15 11:30:00,CSI300,2470.971,2471.716,2454.791,2469.587,1935244200.0
2013-10-15 14:00:00,CSI300,2469.48,2469.48,2457.27,2457.27,1553017700.0
2013-10-15 15:00:00,CSI300,2457.162,2467.984,2449.416,2467.517,2166753100.0
2013-10-16 10:30:00,CSI300,2459.0779,2459.0779,2426.0649,2432.6869,3291092700.0
2013-10-16 11:30:00,CSI300,2432.7779,2432.9569,2417.5119,2432.5179,1654345600.0
2013-10-16 14:00:00,CSI300,2432.3879,2432.9419,2417.7529,2424.7929,1907660600.0
2013-10-16 15:00:00,CSI300,2425.0059,2428.6329,2409.7189,2421.3719,2044884500.0
2013-10-17 10:30:00,CSI300,2432.645,2440.919,2423.871,2429.832,2267205100.0
2013-10-17 11:30:00,CSI300,2429.72,2438.561,2422.834,2430.826,1655103100.0
2013-10-17 14:00:00,CSI300,2431.269,2434.885,2413.478,2413.568,1546859300.0
2013-10-17 15:00:00,CSI300,2413.622,2418.657,2407.777,2413.33,1653079900.0
2013-10-18 10:30:00,CSI300,2415.118,2423.486,2410.599,2415.529,1861426400.0
2013-10-18 11:30:00,CSI300,2415.472,2433.724,2410.927,2431.598,1519075500.0
2013-10-18 14:00:00,CSI300,2432.163,2435.712,2428.761,2428.761,1169816400.0
2013-10-18 15:00:00,CSI300,2429.114,2429.515,2419.123,2426.054,1478844700.0
2013-10-21 10:30:00,CSI300,2431.915,2434.609,2423.562,2430.644,2445345100.0
2013-10-21 11:30:00,CSI300,2431.199,2459.039,2428.358,2458.908,1867002300.0
2013-10-21 14:00:00,CSI300,2459.506,2467.517,2457.076,2467.389,1955055900.0
2013-10-21 15:00:00,CSI300,2467.178,2472.785,2463.676,2471.322,2223576200.0
2013-10-22 10:30:00,CSI300,2470.255,2470.255,2457.417,2458.778,3045164400.0
2013-10-22 11:30:00,CSI300,2458.902,2463.151,2446.879,2451.749,1930982300.0
2013-10-22 14:00:00,CSI300,2451.736,2452.72,2439.924,2445.592,2076470200.0
2013-10-22 15:00:00,CSI300,2445.698,2452.56,2439.859,2445.891,2017686000.0
2013-10-23 10:30:00,CSI300,2451.556,2474.372,2443.28,2457.55,3823398200.0
2013-10-23 11:30:00,CSI300,2457.053,2461.502,2414.635,2421.362,2388442000.0
2013-10-23 14:00:00,CSI300,2421.495,2428.26,2412.483,2419.347,1326218700.0
2013-10-23 15:00:00,CSI300,2419.042,2429.416,2416.511,2418.491,1616476600.0
2013-10-24 10:30:00,CSI300,2412.235,2422.943,2398.852,2413.604,2525224000.0
2013-10-24 11:30:00,CSI300,2413.538,2421.617,2403.628,2418.238,1254609800.0
2013-10-24 14:00:00,CSI300,2418.988,2419.759,2409.488,2409.652,1022168500.0
2013-10-24 15:00:00,CSI300,2409.729,2409.729,2395.474,2400.511,1654079800.0
2013-10-25 10:30:00,CSI300,2400.517,2413.332,2392.61,2401.612,2169212200.0
2013-10-25 11:30:00,CSI300,2402.007,2408.006,2378.43,2380.956,1872105700.0
2013-10-25 14:00:00,CSI300,2381.132,2389.883,2375.191,2382.221,1434697200.0
2013-10-25 15:00:00,CSI300,2382.292,2382.292,2353.993,2368.559,2231003100.0
2013-10-28 10:30:00,CSI300,2372.571,2377.249,2360.015,2372.383,2497446000.0
2013-10-28 11:30:00,CSI300,2372.283,2372.753,2353.233,2358.805,1160903200.0
2013-10-28 14:00:00,CSI300,2358.898,2372.286,2351.862,2367.497,1238055600.0
2013-10-28 15:00:00,CSI300,2367.444,2369.694,2363.535,2365.954,1391210400.0
2013-10-29 10:30:00,CSI300,2369.216,2404.894,2369.216,2400.713,3599665700.0
2013-10-29 11:30:00,CSI300,2401.477,2408.616,2343.536,2351.343,2975271300.0
2013-10-29 14:00:00,CSI300,2351.164,2352.201,2332.595,2338.185,2041683400.0
2013-10-29 15:00:00,CSI300,2337.432,2372.319,2327.904,2372.053,2057162900.0
2013-10-30 10:30:00,CSI300,2371.853,2387.507,2365.506,2381.327,3143744100.0
2013-10-30 11:30:00,CSI300,2381.096,2390.215,2372.396,2388.042,1955240000.0
2013-10-30 14:00:00,CSI300,2388.23,2400.737,2386.65,2388.835,2005350400.0
2013-10-30 15:00:00,CSI300,2389.664,2407.851,2389.02,2407.471,2113478100.0
2013-10-31 10:30:00,CSI300,2398.395,2398.395,2377.303,2381.258,3837190600.0
2013-10-31 11:30:00,CSI300,2381.294,2389.849,2373.161,2381.014,1482482200.0
2013-10-31 14:00:00,CSI300,2381.16,2391.766,2377.937,2381.675,1173899300.0
2013-10-31 15:00:00,CSI300,2381.392,2383.596,2370.226,2373.718,1780124300.0
2013-11-01 10:30:00,CSI300,2373.9619,2385.0559,2365.1459,2375.6759,2418819800.0
2013-11-01 11:30:00,CSI300,2375.4999,2378.8129,2365.7819,2377.8099,1417841300.0
2013-11-01 14:00:00,CSI300,2378.3169,2383.8249,2371.6469,2380.7589,904556500.0
2013-11-01 15:00:00,CSI300,2380.4899,2395.0049,2379.8999,2384.9599,1564358600.0
2013-11-04 10:30:00,CSI300,2397.21,2404.896,2389.117,2391.569,1918934300.0
2013-11-04 11:30:00,CSI300,2391.745,2397.583,2377.091,2383.252,1147932600.0
2013-11-04 14:00:00,CSI300,2383.315,2388.685,2380.646,2382.946,906896500.0
2013-11-04 15:00:00,CSI300,2382.842,2387.202,2376.355,2380.454,1206082700.0
2013-11-05 10:30:00,CSI300,2366.884,2367.055,2343.801,2353.632,2025586400.0
2013-11-05 11:30:00,CSI300,2353.123,2363.443,2344.031,2363.203,1293413200.0
2013-11-05 14:00:00,CSI300,2363.906,2383.205,2360.956,2382.207,1282156300.0
2013-11-05 15:00:00,CSI300,2382.896,2385.688,2377.782,2383.769,1607292900.0
2013-11-06 10:30:00,CSI300,2371.3249,2379.3229,2362.6359,2364.9659,2040421700.0
2013-11-06 11:30:00,CSI300,2364.9909,2374.3279,2362.0869,2374.0879,1125770200.0
2013-11-06 14:00:00,CSI300,2374.2399,2383.5409,2372.0139,2376.4099,1299245000.0
2013-11-06 15:00:00,CSI300,2376.4859,2376.4859,2352.7879,2353.5689,1912229400.0
2013-11-07 10:30:00,CSI300,2351.871,2356.672,2337.869,2342.98,1879758300.0
2013-11-07 11:30:00,CSI300,2342.973,2354.927,2342.822,2345.583,1010560400.0
2013-11-07 14:00:00,CSI300,2345.631,2345.725,2328.253,2335.134,1163115900.0
2013-11-07 15:00:00,CSI300,2335.348,2348.39,2335.263,2340.552,1428740100.0
2013-11-08 10:30:00,CSI300,2329.084,2342.672,2327.138,2330.706,1567702600.0
2013-11-08 11:30:00,CSI300,2330.884,2333.701,2309.081,2312.638,1293288900.0
2013-11-08 14:00:00,CSI300,2312.698,2329.969,2308.284,2329.735,1079207500.0
2013-11-08 15:00:00,CSI300,2329.619,2329.619,2306.041,2307.945,1438651800.0
2013-11-11 10:30:00,CSI300,2305.94,2315.585,2295.003,2300.71,1515497100.0
2013-11-11 11:30:00,CSI300,2300.88,2308.264,2295.444,2306.075,766183200.0
2013-11-11 14:00:00,CSI300,2306.582,2319.884,2302.945,2317.87,890831000.0
2013-11-11 15:00:00,CSI300,2317.801,2325.228,2314.063,2315.889,1401434400.0
2013-11-12 10:30:00,CSI300,2319.362,2337.746,2316.603,2320.034,1912617300.0
2013-11-12 11:30:00,CSI300,2320.21,2329.177,2318.681,2328.999,912071600.0
2013-11-12 14:00:00,CSI300,2328.598,2341.59,2328.598,2333.425,1225706700.0
2013-11-12 15:00:00,CSI300,2332.409,2342.529,2332.409,2340.0,1218358900.0
2013-11-13 10:30:00,CSI300,2325.36,2325.563,2302.982,2305.821,2085704800.0
2013-11-13 11:30:00,CSI300,2305.399,2314.109,2298.622,2314.109,1187169400.0
2013-11-13 14:00:00,CSI300,2314.24,2314.863,2297.386,2297.552,1026710600.0
2013-11-13 15:00:00,CSI300,2297.413,2305.188,2287.547,2288.116,1685298300.0
2013-11-14 10:30:00,CSI300,2291.269,2295.862,2279.006,2288.352,1750855300.0
2013-11-14 11:30:00,CSI300,2288.349,2300.597,2280.275,2300.594,1228029200.0
2013-11-14 14:00:00,CSI300,2301.652,2304.733,2289.507,2291.939,1253161500.0
2013-11-14 15:00:00,CSI300,2292.387,2305.696,2287.888,2304.501,1498989600.0
2013-11-15 10:30:00,CSI300,2306.549,2360.714,2306.549,2356.334,3313717600.0
2013-11-15 11:30:00,CSI300,2356.779,2377.211,2356.428,2371.376,2373982900.0
2013-11-15 14:00:00,CSI300,2372.185,2374.472,2357.936,2360.509,1356385300.0
2013-11-15 15:00:00,CSI300,2360.222,2360.516,2346.113,2350.734,1595091300.0
2013-11-18 10:30:00,CSI300,2367.883,2380.704,2361.038,2379.004,3274457900.0
2013-11-18 11:30:00,CSI300,2379.706,2387.009,2375.701,2385.173,1875292900.0
2013-11-18 14:00:00,CSI300,2386.131,2412.907,2383.488,2407.02,2861527000.0
2013-11-18 15:00:00,CSI300,2406.98,2429.566,2404.814,2428.903,2992185500.0
2013-11-19 10:30:00,CSI300,2427.9289,2427.9289,2410.7539,2419.1339,3166856200.0
2013-11-19 11:30:00,CSI300,2419.0639,2419.0929,2409.9899,2416.2279,1501864300.0
2013-11-19 14:00:00,CSI300,2416.2499,2421.3939,2410.7949,2410.7949,1356767100.0
2013-11-19 15:00:00,CSI300,2411.2569,2413.1579,2405.0769,2412.1639,1839342000.0
2013-11-20 10:30:00,CSI300,2428.767,2435.427,2406.417,2409.767,2432311500.0
2013-11-20 11:30:00,CSI300,2409.746,2420.918,2408.128,2409.711,1634259200.0
2013-11-20 14:00:00,CSI300,2410.004,2414.555,2406.936,2407.789,1166281500.0
2013-11-20 15:00:00,CSI300,2407.335,2424.876,2407.335,2424.85,1996327900.0
2013-11-21 10:30:00,CSI300,2412.451,2412.451,2390.535,2392.822,3122863100.0
2013-11-21 11:30:00,CSI300,2393.009,2405.848,2389.019,2389.136,1931640100.0
2013-11-21 14:00:00,CSI300,2389.002,2397.77,2382.878,2397.77,1518194900.0
2013-11-21 15:00:00,CSI300,2397.885,2415.383,2397.885,2409.989,2197969600.0
2013-11-22 10:30:00,CSI300,2415.29,2417.958,2403.061,2414.566,2777794800.0
2013-11-22 11:30:00,CSI300,2414.563,2418.999,2406.193,2408.613,1636920400.0
2013-11-22 14:00:00,CSI300,2409.414,2409.944,2393.695,2393.792,1372852700.0
2013-11-22 15:00:00,CSI300,2394.045,2406.181,2393.581,2397.962,1712499600.0
2013-11-25 10:30:00,CSI300,2385.784,2400.198,2380.689,2399.705,2311291700.0
2013-11-25 11:30:00,CSI300,2399.74,2418.853,2397.797,2411.789,1581392800.0
2013-11-25 14:00:00,CSI300,2412.163,2412.163,2398.663,2400.551,1157647300.0
2013-11-25 15:00:00,CSI300,2399.764,2401.055,2387.841,2388.629,1564141600.0
2013-11-26 10:30:00,CSI300,2387.826,2399.022,2381.371,2392.86,2249011500.0
2013-11-26 11:30:00,CSI300,2392.636,2392.836,2380.412,2391.928,1152473400.0
2013-11-26 14:00:00,CSI300,2392.112,2397.067,2386.123,2386.645,1106168300.0
